,iter,method,num_tweets_tested,num_tweets_predicted_right,real_acc,adj_acc
1866,373,SGDClassifier,68,1.0,0.014705882352941176,0.33
1867,373,PassiveAggressiveClassifier: C = 0.01,68,0.0,0.0,0.32
1868,373,MultinomialNB TfidfVectorizer,68,0.0,0.0,0.32
1869,373,LinearSVC: C = 0,68,0.0,0.0,0.32
1870,374,MultinomialNB CountVectorizer,65,2.0,0.03076923076923077,0.37
1871,374,SGDClassifier,65,0.0,0.0,0.35
1872,374,PassiveAggressiveClassifier: C = 0.01,65,0.0,0.0,0.35
1873,374,MultinomialNB TfidfVectorizer,65,0.0,0.0,0.35
1874,374,LinearSVC: C = 0,65,1.0,0.015384615384615385,0.36
1875,375,MultinomialNB CountVectorizer,68,2.0,0.029411764705882353,0.34
1876,375,SGDClassifier,68,1.0,0.014705882352941176,0.33
1877,375,PassiveAggressiveClassifier: C = 0.01,68,1.0,0.014705882352941176,0.33
1878,375,MultinomialNB TfidfVectorizer,68,0.0,0.0,0.32
1879,375,LinearSVC: C = 0,68,1.0,0.014705882352941176,0.33
1880,376,MultinomialNB CountVectorizer,78,3.0,0.038461538461538464,0.25
1881,376,SGDClassifier,78,1.0,0.01282051282051282,0.23
1882,376,PassiveAggressiveClassifier: C = 0.01,78,0.0,0.0,0.22
1883,376,MultinomialNB TfidfVectorizer,78,0.0,0.0,0.22
1884,376,LinearSVC: C = 0,78,1.0,0.01282051282051282,0.23
1885,377,MultinomialNB CountVectorizer,74,0.0,0.0,0.26
1886,377,SGDClassifier,74,0.0,0.0,0.26
1887,377,PassiveAggressiveClassifier: C = 0.01,74,0.0,0.0,0.26
1888,377,MultinomialNB TfidfVectorizer,74,0.0,0.0,0.26
1889,377,LinearSVC: C = 0,74,0.0,0.0,0.26
1890,378,MultinomialNB CountVectorizer,70,5.0,0.07142857142857142,0.35
1891,378,SGDClassifier,70,1.0,0.014285714285714285,0.31
1892,378,PassiveAggressiveClassifier: C = 0.01,70,0.0,0.0,0.3
1893,378,MultinomialNB TfidfVectorizer,70,0.0,0.0,0.3
1894,378,LinearSVC: C = 0,70,3.0,0.04285714285714286,0.33
1895,379,MultinomialNB CountVectorizer,73,1.0,0.0136986301369863,0.28
1896,379,SGDClassifier,73,0.0,0.0,0.27
1897,379,PassiveAggressiveClassifier: C = 0.01,73,0.0,0.0,0.27
1898,379,MultinomialNB TfidfVectorizer,73,0.0,0.0,0.27
1899,379,LinearSVC: C = 0,73,1.0,0.0136986301369863,0.28
1900,380,MultinomialNB CountVectorizer,81,1.0,0.012345679012345678,0.2
1901,380,SGDClassifier,81,1.0,0.012345679012345678,0.2
1902,380,PassiveAggressiveClassifier: C = 0.01,81,0.0,0.0,0.19
1903,380,MultinomialNB TfidfVectorizer,81,0.0,0.0,0.19
1904,380,LinearSVC: C = 0,81,0.0,0.0,0.19
1905,381,MultinomialNB CountVectorizer,79,1.0,0.012658227848101266,0.22
1906,381,SGDClassifier,79,1.0,0.012658227848101266,0.22
1907,381,PassiveAggressiveClassifier: C = 0.01,79,0.0,0.0,0.21
1908,381,MultinomialNB TfidfVectorizer,79,0.0,0.0,0.21
1909,381,LinearSVC: C = 0,79,3.0,0.0379746835443038,0.24
1910,382,MultinomialNB CountVectorizer,78,2.0,0.02564102564102564,0.24
1911,382,SGDClassifier,78,1.0,0.01282051282051282,0.23
1912,382,PassiveAggressiveClassifier: C = 0.01,78,1.0,0.01282051282051282,0.23
1913,382,MultinomialNB TfidfVectorizer,78,0.0,0.0,0.22
1914,382,LinearSVC: C = 0,78,3.0,0.038461538461538464,0.25
1915,383,MultinomialNB CountVectorizer,63,1.0,0.015873015873015872,0.38
1916,383,SGDClassifier,63,0.0,0.0,0.37
1917,383,PassiveAggressiveClassifier: C = 0.01,63,0.0,0.0,0.37
1918,383,MultinomialNB TfidfVectorizer,63,0.0,0.0,0.37
1919,383,LinearSVC: C = 0,63,0.0,0.0,0.37
1920,384,MultinomialNB CountVectorizer,70,2.0,0.02857142857142857,0.32
1921,384,SGDClassifier,70,1.0,0.014285714285714285,0.31
1922,384,PassiveAggressiveClassifier: C = 0.01,70,1.0,0.014285714285714285,0.31
1923,384,MultinomialNB TfidfVectorizer,70,0.0,0.0,0.3
1924,384,LinearSVC: C = 0,70,1.0,0.014285714285714285,0.31
1925,385,MultinomialNB CountVectorizer,67,2.0,0.029850746268656716,0.35
1926,385,SGDClassifier,67,4.0,0.05970149253731343,0.37
1927,385,PassiveAggressiveClassifier: C = 0.01,67,1.0,0.014925373134328358,0.34
1928,385,MultinomialNB TfidfVectorizer,67,0.0,0.0,0.33
1929,385,LinearSVC: C = 0,67,2.0,0.029850746268656716,0.35
1930,386,MultinomialNB CountVectorizer,61,2.0,0.03278688524590164,0.41
1931,386,SGDClassifier,61,2.0,0.03278688524590164,0.41
1932,386,PassiveAggressiveClassifier: C = 0.01,61,0.0,0.0,0.39
1933,386,MultinomialNB TfidfVectorizer,61,0.0,0.0,0.39
1934,386,LinearSVC: C = 0,61,1.0,0.01639344262295082,0.4
1935,387,MultinomialNB CountVectorizer,50,5.0,0.1,0.55
1936,387,SGDClassifier,50,1.0,0.02,0.51
1937,387,PassiveAggressiveClassifier: C = 0.01,50,1.0,0.02,0.51
1938,387,MultinomialNB TfidfVectorizer,50,0.0,0.0,0.5
1939,387,LinearSVC: C = 0,50,2.0,0.04,0.52
1940,388,MultinomialNB CountVectorizer,52,3.0,0.057692307692307696,0.51
1941,388,SGDClassifier,52,0.0,0.0,0.48
1942,388,PassiveAggressiveClassifier: C = 0.01,52,0.0,0.0,0.48
1943,388,MultinomialNB TfidfVectorizer,52,0.0,0.0,0.48
1944,388,LinearSVC: C = 0,52,2.0,0.038461538461538464,0.5
1945,389,MultinomialNB CountVectorizer,55,0.0,0.0,0.45
1946,389,SGDClassifier,55,1.0,0.01818181818181818,0.46
1947,389,PassiveAggressiveClassifier: C = 0.01,55,0.0,0.0,0.45
1948,389,MultinomialNB TfidfVectorizer,55,0.0,0.0,0.45
1949,389,LinearSVC: C = 0,55,1.0,0.01818181818181818,0.46
1950,390,MultinomialNB CountVectorizer,74,1.0,0.013513513513513514,0.27
1951,390,SGDClassifier,74,2.0,0.02702702702702703,0.28
1952,390,PassiveAggressiveClassifier: C = 0.01,74,1.0,0.013513513513513514,0.27
1953,390,MultinomialNB TfidfVectorizer,74,0.0,0.0,0.26
1954,390,LinearSVC: C = 0,74,2.0,0.02702702702702703,0.28
1955,391,MultinomialNB CountVectorizer,70,1.0,0.014285714285714285,0.31
1956,391,SGDClassifier,70,1.0,0.014285714285714285,0.31
1957,391,PassiveAggressiveClassifier: C = 0.01,70,1.0,0.014285714285714285,0.31
1958,391,MultinomialNB TfidfVectorizer,70,0.0,0.0,0.3
1959,391,LinearSVC: C = 0,70,2.0,0.02857142857142857,0.32
1960,392,MultinomialNB CountVectorizer,76,3.0,0.039473684210526314,0.27
1961,392,SGDClassifier,76,0.0,0.0,0.24
1962,392,PassiveAggressiveClassifier: C = 0.01,76,0.0,0.0,0.24
1963,392,MultinomialNB TfidfVectorizer,76,0.0,0.0,0.24
1964,392,LinearSVC: C = 0,76,0.0,0.0,0.24
1965,393,MultinomialNB CountVectorizer,66,0.0,0.0,0.34
1966,393,SGDClassifier,66,0.0,0.0,0.34
1967,393,PassiveAggressiveClassifier: C = 0.01,66,0.0,0.0,0.34
1968,393,MultinomialNB TfidfVectorizer,66,0.0,0.0,0.34
1969,393,LinearSVC: C = 0,66,0.0,0.0,0.34
1970,394,MultinomialNB CountVectorizer,70,5.0,0.07142857142857142,0.35
1971,394,SGDClassifier,70,1.0,0.014285714285714285,0.31
1972,394,PassiveAggressiveClassifier: C = 0.01,70,1.0,0.014285714285714285,0.31
1973,394,MultinomialNB TfidfVectorizer,70,0.0,0.0,0.3
1974,394,LinearSVC: C = 0,70,3.0,0.04285714285714286,0.33
1975,395,MultinomialNB CountVectorizer,70,2.0,0.02857142857142857,0.32
1976,395,SGDClassifier,70,1.0,0.014285714285714285,0.31
1977,395,PassiveAggressiveClassifier: C = 0.01,70,1.0,0.014285714285714285,0.31
1978,395,MultinomialNB TfidfVectorizer,70,0.0,0.0,0.3
1979,395,LinearSVC: C = 0,70,1.0,0.014285714285714285,0.31
1980,396,MultinomialNB CountVectorizer,68,2.0,0.029411764705882353,0.34
1981,396,SGDClassifier,68,1.0,0.014705882352941176,0.33
1982,396,PassiveAggressiveClassifier: C = 0.01,68,1.0,0.014705882352941176,0.33
1983,396,MultinomialNB TfidfVectorizer,68,0.0,0.0,0.32
1984,396,LinearSVC: C = 0,68,1.0,0.014705882352941176,0.33
1985,397,MultinomialNB CountVectorizer,65,0.0,0.0,0.35
1986,397,SGDClassifier,65,0.0,0.0,0.35
1987,397,PassiveAggressiveClassifier: C = 0.01,65,0.0,0.0,0.35
1988,397,MultinomialNB TfidfVectorizer,65,0.0,0.0,0.35
1989,397,LinearSVC: C = 0,65,0.0,0.0,0.35
1990,398,MultinomialNB CountVectorizer,54,1.0,0.018518518518518517,0.47
1991,398,SGDClassifier,54,0.0,0.0,0.46
1992,398,PassiveAggressiveClassifier: C = 0.01,54,0.0,0.0,0.46
1993,398,MultinomialNB TfidfVectorizer,54,0.0,0.0,0.46
1994,398,LinearSVC: C = 0,54,0.0,0.0,0.46
1995,399,MultinomialNB CountVectorizer,65,0.0,0.0,0.35
1996,399,SGDClassifier,65,1.0,0.015384615384615385,0.36
1997,399,PassiveAggressiveClassifier: C = 0.01,65,0.0,0.0,0.35
1998,399,MultinomialNB TfidfVectorizer,65,0.0,0.0,0.35
1999,399,LinearSVC: C = 0,65,0.0,0.0,0.35
2000,400,MultinomialNB CountVectorizer,62,2.0,0.03225806451612903,0.4
2001,400,SGDClassifier,62,0.0,0.0,0.38
2002,400,PassiveAggressiveClassifier: C = 0.01,62,0.0,0.0,0.38
2003,400,MultinomialNB TfidfVectorizer,62,0.0,0.0,0.38
2004,400,LinearSVC: C = 0,62,0.0,0.0,0.38
2005,401,MultinomialNB CountVectorizer,52,1.0,0.019230769230769232,0.49
2006,401,SGDClassifier,52,0.0,0.0,0.48
2007,401,PassiveAggressiveClassifier: C = 0.01,52,0.0,0.0,0.48
2008,401,MultinomialNB TfidfVectorizer,52,0.0,0.0,0.48
2009,401,LinearSVC: C = 0,52,1.0,0.019230769230769232,0.49
2010,402,MultinomialNB CountVectorizer,54,1.0,0.018518518518518517,0.47
2011,402,SGDClassifier,54,1.0,0.018518518518518517,0.47
2012,402,PassiveAggressiveClassifier: C = 0.01,54,1.0,0.018518518518518517,0.47
2013,402,MultinomialNB TfidfVectorizer,54,0.0,0.0,0.46
2014,402,LinearSVC: C = 0,54,1.0,0.018518518518518517,0.47
2015,403,MultinomialNB CountVectorizer,56,1.0,0.017857142857142856,0.45
2016,403,SGDClassifier,56,0.0,0.0,0.44
2017,403,PassiveAggressiveClassifier: C = 0.01,56,0.0,0.0,0.44
2018,403,MultinomialNB TfidfVectorizer,56,0.0,0.0,0.44
2019,403,LinearSVC: C = 0,56,1.0,0.017857142857142856,0.45
2020,404,MultinomialNB CountVectorizer,64,0.0,0.0,0.36
2021,404,SGDClassifier,64,1.0,0.015625,0.37
2022,404,PassiveAggressiveClassifier: C = 0.01,64,0.0,0.0,0.36
2023,404,MultinomialNB TfidfVectorizer,64,0.0,0.0,0.36
2024,404,LinearSVC: C = 0,64,0.0,0.0,0.36
2025,405,MultinomialNB CountVectorizer,72,0.0,0.0,0.28
2026,405,SGDClassifier,72,0.0,0.0,0.28
2027,405,PassiveAggressiveClassifier: C = 0.01,72,0.0,0.0,0.28
2028,405,MultinomialNB TfidfVectorizer,72,0.0,0.0,0.28
2029,405,LinearSVC: C = 0,72,0.0,0.0,0.28
2030,406,MultinomialNB CountVectorizer,72,0.0,0.0,0.28
2031,406,SGDClassifier,72,0.0,0.0,0.28
2032,406,PassiveAggressiveClassifier: C = 0.01,72,0.0,0.0,0.28
2033,406,MultinomialNB TfidfVectorizer,72,0.0,0.0,0.28
2034,406,LinearSVC: C = 0,72,2.0,0.027777777777777776,0.3
2035,407,MultinomialNB CountVectorizer,71,2.0,0.028169014084507043,0.31
2036,407,SGDClassifier,71,2.0,0.028169014084507043,0.31
2037,407,PassiveAggressiveClassifier: C = 0.01,71,2.0,0.028169014084507043,0.31
2038,407,MultinomialNB TfidfVectorizer,71,0.0,0.0,0.29
2039,407,LinearSVC: C = 0,71,2.0,0.028169014084507043,0.31
2040,408,MultinomialNB CountVectorizer,77,3.0,0.03896103896103896,0.26
2041,408,SGDClassifier,77,1.0,0.012987012987012988,0.24
2042,408,PassiveAggressiveClassifier: C = 0.01,77,0.0,0.0,0.23
2043,408,MultinomialNB TfidfVectorizer,77,0.0,0.0,0.23
2044,408,LinearSVC: C = 0,77,2.0,0.025974025974025976,0.25
2045,409,MultinomialNB CountVectorizer,71,4.0,0.056338028169014086,0.33
2046,409,SGDClassifier,71,2.0,0.028169014084507043,0.31
2047,409,PassiveAggressiveClassifier: C = 0.01,71,3.0,0.04225352112676056,0.32
2048,409,MultinomialNB TfidfVectorizer,71,0.0,0.0,0.29
2049,409,LinearSVC: C = 0,71,3.0,0.04225352112676056,0.32
2050,410,MultinomialNB CountVectorizer,74,0.0,0.0,0.26
2051,410,SGDClassifier,74,0.0,0.0,0.26
2052,410,PassiveAggressiveClassifier: C = 0.01,74,0.0,0.0,0.26
2053,410,MultinomialNB TfidfVectorizer,74,0.0,0.0,0.26
2054,410,LinearSVC: C = 0,74,1.0,0.013513513513513514,0.27
2055,411,MultinomialNB CountVectorizer,76,2.0,0.02631578947368421,0.26
2056,411,SGDClassifier,76,1.0,0.013157894736842105,0.25
2057,411,PassiveAggressiveClassifier: C = 0.01,76,1.0,0.013157894736842105,0.25
2058,411,MultinomialNB TfidfVectorizer,76,0.0,0.0,0.24
2059,411,LinearSVC: C = 0,76,1.0,0.013157894736842105,0.25
2060,412,MultinomialNB CountVectorizer,83,4.0,0.04819277108433735,0.21
2061,412,SGDClassifier,83,1.0,0.012048192771084338,0.18
2062,412,PassiveAggressiveClassifier: C = 0.01,83,1.0,0.012048192771084338,0.18
2063,412,MultinomialNB TfidfVectorizer,83,0.0,0.0,0.17
2064,412,LinearSVC: C = 0,83,1.0,0.012048192771084338,0.18
2065,413,MultinomialNB CountVectorizer,72,1.0,0.013888888888888888,0.29
2066,413,SGDClassifier,72,1.0,0.013888888888888888,0.29
2067,413,PassiveAggressiveClassifier: C = 0.01,72,0.0,0.0,0.28
2068,413,MultinomialNB TfidfVectorizer,72,0.0,0.0,0.28
2069,413,LinearSVC: C = 0,72,2.0,0.027777777777777776,0.3
2070,414,MultinomialNB CountVectorizer,73,1.0,0.0136986301369863,0.28
2071,414,SGDClassifier,73,1.0,0.0136986301369863,0.28
2072,414,PassiveAggressiveClassifier: C = 0.01,73,0.0,0.0,0.27
2073,414,MultinomialNB TfidfVectorizer,73,0.0,0.0,0.27
2074,414,LinearSVC: C = 0,73,4.0,0.0547945205479452,0.31
2075,415,MultinomialNB CountVectorizer,71,2.0,0.028169014084507043,0.31
2076,415,SGDClassifier,71,0.0,0.0,0.29
2077,415,PassiveAggressiveClassifier: C = 0.01,71,0.0,0.0,0.29
2078,415,MultinomialNB TfidfVectorizer,71,0.0,0.0,0.29
2079,415,LinearSVC: C = 0,71,0.0,0.0,0.29
2080,416,MultinomialNB CountVectorizer,61,0.0,0.0,0.39
2081,416,SGDClassifier,61,0.0,0.0,0.39
2082,416,PassiveAggressiveClassifier: C = 0.01,61,1.0,0.01639344262295082,0.4
2083,416,MultinomialNB TfidfVectorizer,61,0.0,0.0,0.39
2084,416,LinearSVC: C = 0,61,1.0,0.01639344262295082,0.4
2085,417,MultinomialNB CountVectorizer,63,1.0,0.015873015873015872,0.38
2086,417,SGDClassifier,63,0.0,0.0,0.37
2087,417,PassiveAggressiveClassifier: C = 0.01,63,0.0,0.0,0.37
2088,417,MultinomialNB TfidfVectorizer,63,0.0,0.0,0.37
2089,417,LinearSVC: C = 0,63,0.0,0.0,0.37
2090,418,MultinomialNB CountVectorizer,63,3.0,0.047619047619047616,0.4
2091,418,SGDClassifier,63,1.0,0.015873015873015872,0.38
2092,418,PassiveAggressiveClassifier: C = 0.01,63,1.0,0.015873015873015872,0.38
2093,418,MultinomialNB TfidfVectorizer,63,0.0,0.0,0.37
2094,418,LinearSVC: C = 0,63,1.0,0.015873015873015872,0.38
2095,419,MultinomialNB CountVectorizer,56,4.0,0.07142857142857142,0.48
2096,419,SGDClassifier,56,1.0,0.017857142857142856,0.45
2097,419,PassiveAggressiveClassifier: C = 0.01,56,1.0,0.017857142857142856,0.45
2098,419,MultinomialNB TfidfVectorizer,56,0.0,0.0,0.44
2099,419,LinearSVC: C = 0,56,1.0,0.017857142857142856,0.45
2100,420,MultinomialNB CountVectorizer,49,0.9999999999999999,0.02040816326530612,0.52
2101,420,SGDClassifier,49,0.9999999999999999,0.02040816326530612,0.52
2102,420,PassiveAggressiveClassifier: C = 0.01,49,0.9999999999999999,0.02040816326530612,0.52
2103,420,MultinomialNB TfidfVectorizer,49,0.0,0.0,0.51
2104,420,LinearSVC: C = 0,49,0.9999999999999999,0.02040816326530612,0.52
2105,421,MultinomialNB CountVectorizer,73,1.0,0.0136986301369863,0.28
2106,421,SGDClassifier,73,0.0,0.0,0.27
2107,421,PassiveAggressiveClassifier: C = 0.01,73,0.0,0.0,0.27
2108,421,MultinomialNB TfidfVectorizer,73,0.0,0.0,0.27
2109,421,LinearSVC: C = 0,73,1.0,0.0136986301369863,0.28
2110,422,MultinomialNB CountVectorizer,73,2.0,0.0273972602739726,0.29
2111,422,SGDClassifier,73,0.0,0.0,0.27
2112,422,PassiveAggressiveClassifier: C = 0.01,73,0.0,0.0,0.27
2113,422,MultinomialNB TfidfVectorizer,73,0.0,0.0,0.27
2114,422,LinearSVC: C = 0,73,0.0,0.0,0.27
2115,423,MultinomialNB CountVectorizer,68,4.0,0.058823529411764705,0.36
2116,423,SGDClassifier,68,2.0,0.029411764705882353,0.34
2117,423,PassiveAggressiveClassifier: C = 0.01,68,2.0,0.029411764705882353,0.34
2118,423,MultinomialNB TfidfVectorizer,68,0.0,0.0,0.32
2119,423,LinearSVC: C = 0,68,2.0,0.029411764705882353,0.34
2120,424,MultinomialNB CountVectorizer,68,3.0,0.04411764705882353,0.35
2121,424,SGDClassifier,68,3.0,0.04411764705882353,0.35
2122,424,PassiveAggressiveClassifier: C = 0.01,68,3.0,0.04411764705882353,0.35
2123,424,MultinomialNB TfidfVectorizer,68,0.0,0.0,0.32
2124,424,LinearSVC: C = 0,68,3.0,0.04411764705882353,0.35
2125,425,MultinomialNB CountVectorizer,74,2.0,0.02702702702702703,0.28
2126,425,SGDClassifier,74,1.0,0.013513513513513514,0.27
2127,425,PassiveAggressiveClassifier: C = 0.01,74,1.0,0.013513513513513514,0.27
2128,425,MultinomialNB TfidfVectorizer,74,0.0,0.0,0.26
2129,425,LinearSVC: C = 0,74,2.0,0.02702702702702703,0.28
2130,426,MultinomialNB CountVectorizer,68,1.0,0.014705882352941176,0.33
2131,426,SGDClassifier,68,1.0,0.014705882352941176,0.33
2132,426,PassiveAggressiveClassifier: C = 0.01,68,1.0,0.014705882352941176,0.33
2133,426,MultinomialNB TfidfVectorizer,68,0.0,0.0,0.32
2134,426,LinearSVC: C = 0,68,0.0,0.0,0.32
2135,427,MultinomialNB CountVectorizer,59,0.0,0.0,0.41
2136,427,SGDClassifier,59,0.0,0.0,0.41
2137,427,PassiveAggressiveClassifier: C = 0.01,59,0.0,0.0,0.41
2138,427,MultinomialNB TfidfVectorizer,59,0.0,0.0,0.41
2139,427,LinearSVC: C = 0,59,0.0,0.0,0.41
2140,428,MultinomialNB CountVectorizer,58,1.0,0.017241379310344827,0.43
2141,428,SGDClassifier,58,2.0,0.034482758620689655,0.44
2142,428,PassiveAggressiveClassifier: C = 0.01,58,0.0,0.0,0.42
2143,428,MultinomialNB TfidfVectorizer,58,0.0,0.0,0.42
2144,428,LinearSVC: C = 0,58,1.0,0.017241379310344827,0.43
2145,429,MultinomialNB CountVectorizer,55,4.0,0.07272727272727272,0.49
2146,429,SGDClassifier,55,1.0,0.01818181818181818,0.46
2147,429,PassiveAggressiveClassifier: C = 0.01,55,0.0,0.0,0.45
2148,429,MultinomialNB TfidfVectorizer,55,0.0,0.0,0.45
2149,429,LinearSVC: C = 0,55,3.0,0.05454545454545454,0.48
2150,430,MultinomialNB CountVectorizer,57,0.0,0.0,0.43
2151,430,SGDClassifier,57,1.0,0.017543859649122806,0.44
2152,430,PassiveAggressiveClassifier: C = 0.01,57,1.0,0.017543859649122806,0.44
2153,430,MultinomialNB TfidfVectorizer,57,0.0,0.0,0.43
2154,430,LinearSVC: C = 0,57,1.0,0.017543859649122806,0.44
2155,431,MultinomialNB CountVectorizer,71,4.0,0.056338028169014086,0.33
2156,431,SGDClassifier,71,2.0,0.028169014084507043,0.31
2157,431,PassiveAggressiveClassifier: C = 0.01,71,2.0,0.028169014084507043,0.31
2158,431,MultinomialNB TfidfVectorizer,71,0.0,0.0,0.29
2159,431,LinearSVC: C = 0,71,2.0,0.028169014084507043,0.31
2160,432,MultinomialNB CountVectorizer,65,1.0,0.015384615384615385,0.36
2161,432,SGDClassifier,65,0.0,0.0,0.35
2162,432,PassiveAggressiveClassifier: C = 0.01,65,0.0,0.0,0.35
2163,432,MultinomialNB TfidfVectorizer,65,0.0,0.0,0.35
2164,432,LinearSVC: C = 0,65,0.0,0.0,0.35
2165,433,MultinomialNB CountVectorizer,46,2.0,0.043478260869565216,0.56
2166,433,SGDClassifier,46,1.0,0.021739130434782608,0.55
2167,433,PassiveAggressiveClassifier: C = 0.01,46,1.0,0.021739130434782608,0.55
2168,433,MultinomialNB TfidfVectorizer,46,0.0,0.0,0.54
2169,433,LinearSVC: C = 0,46,2.0,0.043478260869565216,0.56
2170,434,MultinomialNB CountVectorizer,53,5.0,0.09433962264150944,0.52
2171,434,SGDClassifier,53,0.0,0.0,0.47
2172,434,PassiveAggressiveClassifier: C = 0.01,53,0.0,0.0,0.47
2173,434,MultinomialNB TfidfVectorizer,53,0.0,0.0,0.47
2174,434,LinearSVC: C = 0,53,3.0,0.05660377358490566,0.5
2175,435,MultinomialNB CountVectorizer,60,0.0,0.0,0.4
2176,435,SGDClassifier,60,0.0,0.0,0.4
2177,435,PassiveAggressiveClassifier: C = 0.01,60,0.0,0.0,0.4
2178,435,MultinomialNB TfidfVectorizer,60,0.0,0.0,0.4
2179,435,LinearSVC: C = 0,60,1.0,0.016666666666666666,0.41
2180,436,MultinomialNB CountVectorizer,58,1.0,0.017241379310344827,0.43
2181,436,SGDClassifier,58,0.0,0.0,0.42
2182,436,PassiveAggressiveClassifier: C = 0.01,58,0.0,0.0,0.42
2183,436,MultinomialNB TfidfVectorizer,58,0.0,0.0,0.42
2184,436,LinearSVC: C = 0,58,0.0,0.0,0.42
2185,437,MultinomialNB CountVectorizer,68,1.0,0.014705882352941176,0.33
2186,437,SGDClassifier,68,1.0,0.014705882352941176,0.33
2187,437,PassiveAggressiveClassifier: C = 0.01,68,1.0,0.014705882352941176,0.33
2188,437,MultinomialNB TfidfVectorizer,68,0.0,0.0,0.32
2189,437,LinearSVC: C = 0,68,1.0,0.014705882352941176,0.33
2190,438,MultinomialNB CountVectorizer,83,0.0,0.0,0.17
2191,438,SGDClassifier,83,1.0,0.012048192771084338,0.18
2192,438,PassiveAggressiveClassifier: C = 0.01,83,0.0,0.0,0.17
2193,438,MultinomialNB TfidfVectorizer,83,0.0,0.0,0.17
2194,438,LinearSVC: C = 0,83,2.0,0.024096385542168676,0.19
2195,439,MultinomialNB CountVectorizer,81,1.0,0.012345679012345678,0.2
2196,439,SGDClassifier,81,0.0,0.0,0.19
2197,439,PassiveAggressiveClassifier: C = 0.01,81,0.0,0.0,0.19
2198,439,MultinomialNB TfidfVectorizer,81,0.0,0.0,0.19
2199,439,LinearSVC: C = 0,81,1.0,0.012345679012345678,0.2
2200,440,MultinomialNB CountVectorizer,73,3.0,0.0410958904109589,0.3
2201,440,SGDClassifier,73,0.0,0.0,0.27
2202,440,PassiveAggressiveClassifier: C = 0.01,73,0.0,0.0,0.27
2203,440,MultinomialNB TfidfVectorizer,73,0.0,0.0,0.27
2204,440,LinearSVC: C = 0,73,2.0,0.0273972602739726,0.29
2205,441,MultinomialNB CountVectorizer,77,2.0,0.025974025974025976,0.25
2206,441,SGDClassifier,77,2.0,0.025974025974025976,0.25
2207,441,PassiveAggressiveClassifier: C = 0.01,77,1.0,0.012987012987012988,0.24
2208,441,MultinomialNB TfidfVectorizer,77,0.0,0.0,0.23
2209,441,LinearSVC: C = 0,77,3.0,0.03896103896103896,0.26
2210,442,MultinomialNB CountVectorizer,80,0.0,0.0,0.2
2211,442,SGDClassifier,80,0.0,0.0,0.2
2212,442,PassiveAggressiveClassifier: C = 0.01,80,0.0,0.0,0.2
2213,442,MultinomialNB TfidfVectorizer,80,0.0,0.0,0.2
2214,442,LinearSVC: C = 0,80,0.0,0.0,0.2
2215,443,MultinomialNB CountVectorizer,75,2.0,0.02666666666666667,0.27
2216,443,SGDClassifier,75,2.0,0.02666666666666667,0.27
2217,443,PassiveAggressiveClassifier: C = 0.01,75,2.0,0.02666666666666667,0.27
2218,443,MultinomialNB TfidfVectorizer,75,0.0,0.0,0.25
2219,443,LinearSVC: C = 0,75,3.0,0.04,0.28
2220,444,MultinomialNB CountVectorizer,71,1.0,0.014084507042253521,0.3
2221,444,SGDClassifier,71,0.0,0.0,0.29
2222,444,PassiveAggressiveClassifier: C = 0.01,71,0.0,0.0,0.29
2223,444,MultinomialNB TfidfVectorizer,71,0.0,0.0,0.29
2224,444,LinearSVC: C = 0,71,3.0,0.04225352112676056,0.32
2225,445,MultinomialNB CountVectorizer,80,4.0,0.05,0.24
2226,445,SGDClassifier,80,5.0,0.0625,0.25
2227,445,PassiveAggressiveClassifier: C = 0.01,80,2.0,0.025,0.22
2228,445,MultinomialNB TfidfVectorizer,80,0.0,0.0,0.2
2229,445,LinearSVC: C = 0,80,4.0,0.05,0.24
2230,446,MultinomialNB CountVectorizer,68,3.0,0.04411764705882353,0.35
2231,446,SGDClassifier,68,2.0,0.029411764705882353,0.34
2232,446,PassiveAggressiveClassifier: C = 0.01,68,1.0,0.014705882352941176,0.33
2233,446,MultinomialNB TfidfVectorizer,68,0.0,0.0,0.32
2234,446,LinearSVC: C = 0,68,2.0,0.029411764705882353,0.34
2235,447,MultinomialNB CountVectorizer,62,0.0,0.0,0.38
2236,447,SGDClassifier,62,0.0,0.0,0.38
2237,447,PassiveAggressiveClassifier: C = 0.01,62,0.0,0.0,0.38
2238,447,MultinomialNB TfidfVectorizer,62,0.0,0.0,0.38
2239,447,LinearSVC: C = 0,62,0.0,0.0,0.38
2240,448,MultinomialNB CountVectorizer,67,0.0,0.0,0.33
2241,448,SGDClassifier,67,0.0,0.0,0.33
2242,448,PassiveAggressiveClassifier: C = 0.01,67,0.0,0.0,0.33
2243,448,MultinomialNB TfidfVectorizer,67,0.0,0.0,0.33
2244,448,LinearSVC: C = 0,67,1.0,0.014925373134328358,0.34
2245,449,MultinomialNB CountVectorizer,65,0.0,0.0,0.35
2246,449,SGDClassifier,65,0.0,0.0,0.35
2247,449,PassiveAggressiveClassifier: C = 0.01,65,0.0,0.0,0.35
2248,449,MultinomialNB TfidfVectorizer,65,0.0,0.0,0.35
2249,449,LinearSVC: C = 0,65,0.0,0.0,0.35
2250,450,MultinomialNB CountVectorizer,52,1.0,0.019230769230769232,0.49
2251,450,SGDClassifier,52,0.0,0.0,0.48
2252,450,PassiveAggressiveClassifier: C = 0.01,52,1.0,0.019230769230769232,0.49
